time/fps,time/iterations,time/time_elapsed,time/total_timesteps,train/loss,train/clip_range,train/learning_rate,train/std,train/entropy_loss,train/n_updates,train/approx_kl,train/clip_fraction,train/value_loss,train/explained_variance,train/policy_gradient_loss,rollout/ep_rew_mean,rollout/ep_len_mean
565,225,814,460800,-0.23061659932136536,0.3,0.0003,3.3064041137695312,-5.199043476581574,2240,0.014329881,0.051416015625,0.026080026880663354,0.9674562215805054,-0.007179715907841455,-6297.521533661017,7698.406779661017
565,226,818,462848,0.2239764779806137,0.3,0.0003,3.3265202045440674,-5.231143161654472,2250,0.048315167,0.243310546875,1.118868804629892,0.8934100866317749,-0.027848663793702145,-6297.521533661017,7698.406779661017
565,227,822,464896,-0.18885894119739532,0.3,0.0003,3.3221025466918945,-5.2371168553829195,2260,0.013544322,0.085791015625,0.12643325402750633,0.9973670840263367,-0.007869990158360452,-6297.521533661017,7698.406779661017
565,228,825,466944,-0.13620242476463318,0.3,0.0003,3.312962055206299,-5.2359402403235435,2270,0.018446859,0.104248046875,0.44734102801885456,0.9929627180099487,-0.01457975984958466,-6297.521533661017,7698.406779661017
565,229,829,468992,-0.015792742371559143,0.3,0.0003,3.3137717247009277,-5.232304731011391,2280,0.030412383,0.124560546875,0.5929342458955944,0.635964035987854,-0.015949721379729453,-6297.521533661017,7698.406779661017
564,230,834,471040,0.062248796224594116,0.3,0.0003,3.311951160430908,-5.2321406081318855,2290,0.026736617,0.17666015625,0.6432443983852864,0.943010687828064,-0.01838337233493803,-6302.72603565,7824.816666666667
564,231,838,473088,1.0050139427185059,0.3,0.0003,3.32669734954834,-5.236711736023426,2300,0.0042147553,0.020751953125,42.553345889691265,0.9655203819274902,0.001670232710603159,-6302.72603565,7824.816666666667
564,232,841,475136,-0.216678187251091,0.3,0.0003,3.3485279083251953,-5.2443246588110926,2310,0.024953347,0.1150390625,0.011705527758749668,0.9891200661659241,-0.01457812613225542,-6302.72603565,7824.816666666667
564,233,845,477184,0.06593383848667145,0.3,0.0003,3.3715944290161133,-5.258553013205528,2320,0.013015192,0.033447265625,0.6572118936106562,0.969689667224884,-0.0037086910699144935,-6302.72603565,7824.816666666667
564,234,849,479232,-0.12648291885852814,0.3,0.0003,3.3895392417907715,-5.2683643132448195,2330,0.030540874,0.134716796875,0.24358011034782975,0.8924378156661987,-0.01632185263733845,-6302.72603565,7824.816666666667
564,235,853,481280,-0.1893593668937683,0.3,0.0003,3.4211950302124023,-5.286009411513805,2340,0.0097881295,0.03974609375,0.23828125746222212,0.9931407570838928,-0.0005451840625028126,-6302.72603565,7824.816666666667
564,236,856,483328,-0.09952297806739807,0.3,0.0003,3.4196176528930664,-5.29515330940485,2350,0.0066246605,0.0220703125,0.5564211330725811,0.9899067878723145,0.0010897537460550666,-6302.72603565,7824.816666666667
563,237,861,485376,-0.17620033025741577,0.3,0.0003,3.4288830757141113,-5.297130335867405,2360,0.013456859,0.04990234375,0.4299627680389676,0.8138948678970337,-0.0068467381090158595,-6302.633199491804,7952.213114754099
563,238,865,487424,35.41153335571289,0.3,0.0003,3.4282116889953613,-5.299991266429425,2370,0.012233315,0.057763671875,36.1786214386113,0.9533551335334778,-0.006573850195854903,-6302.633199491804,7952.213114754099
563,239,868,489472,-0.1928141713142395,0.3,0.0003,3.477426052093506,-5.319500114023685,2380,0.019294577,0.112744140625,0.00997280484298244,0.9892042875289917,-0.014973385260964278,-6302.633199491804,7952.213114754099
563,240,872,491520,-0.19771935045719147,0.3,0.0003,3.476469039916992,-5.328748314082622,2390,0.033367578,0.18232421875,0.08806809011730365,0.9547610878944397,-0.022389612397091696,-6302.633199491804,7952.213114754099
563,241,876,493568,-0.062408894300460815,0.3,0.0003,3.4984922409057617,-5.333718168735504,2400,0.016619693,0.085986328125,0.7347765516489744,0.9771803021430969,-0.010719125129253371,-6302.633199491804,7952.213114754099
563,242,880,495616,-0.14807003736495972,0.3,0.0003,3.494175910949707,-5.338328848779201,2410,0.022325352,0.149853515625,0.17500359867699444,0.9583686590194702,-0.012219799542799592,-6302.633199491804,7952.213114754099
563,243,883,497664,-0.1529715359210968,0.3,0.0003,3.473532199859619,-5.3310962751507756,2420,0.016405549,0.072314453125,0.13740907197352498,0.9972262978553772,-0.005346088029182283,-6302.633199491804,7952.213114754099
563,244,887,499712,-0.15452510118484497,0.3,0.0003,3.464704990386963,-5.32342948615551,2430,0.013940672,0.06396484375,0.367410286469385,0.9937535524368286,-0.0059263711227686144,-6302.633199491804,7952.213114754099
562,245,892,501760,-0.2305333912372589,0.3,0.0003,3.4772281646728516,-5.324723148345948,2440,0.013047259,0.095263671875,0.15007882165373304,0.9780321717262268,-0.008654563383606729,-6291.859047145162,8074.306451612903
562,246,896,503808,4.378335952758789,0.3,0.0003,3.479071617126465,-5.328554032742977,2450,0.002586536,0.01728515625,33.683623229153454,0.9716304540634155,0.0004200985233183019,-6291.859047145162,8074.306451612903
562,247,899,505856,-0.21506130695343018,0.3,0.0003,3.408616304397583,-5.303074914216995,2460,0.022649113,0.14365234375,0.010757714500505245,0.9889197945594788,-0.01933640504576033,-6291.859047145162,8074.306451612903
562,248,903,507904,-0.2438117116689682,0.3,0.0003,3.4483628273010254,-5.300255897641182,2470,0.022249222,0.157666015625,0.005566566936977324,0.9957590103149414,-0.02213818995078327,-6291.859047145162,8074.306451612903
561,249,907,509952,0.07284495234489441,0.3,0.0003,3.4780828952789307,-5.318432733416557,2480,0.009426521,0.022802734375,0.46141189003828914,0.935431718826294,-0.005037509768590099,-6291.859047145162,8074.306451612903
561,250,911,512000,-0.22558870911598206,0.3,0.0003,3.510141611099243,-5.338632327318192,2490,0.029846122,0.19951171875,0.27038682135753334,0.7243510484695435,-0.023065175485680812,-6291.859047145162,8074.306451612903
561,251,915,514048,-0.22539792954921722,0.3,0.0003,3.5531535148620605,-5.363043627142906,2500,0.013913931,0.079296875,0.024463906411256175,0.9969953298568726,-0.00381816395529313,-6291.859047145162,8074.306451612903
561,252,919,516096,-0.15299950540065765,0.3,0.0003,3.5492734909057617,-5.372583328187465,2510,0.018313523,0.059619140625,0.09861233689589426,0.9952990412712097,-0.009159034772892483,-6291.859047145162,8074.306451612903
560,253,924,518144,-0.17079941928386688,0.3,0.0003,3.5499777793884277,-5.371448323130608,2520,0.02704558,0.169921875,0.17766434216173366,0.9964197874069214,-0.02092371664912207,-6283.437191095239,8223.047619047618
560,254,927,520192,26.706409454345703,0.3,0.0003,3.5532374382019043,-5.372117008268833,2530,0.013645885,0.056396484375,29.721215929370373,0.869500994682312,-0.007715636002831161,-6283.437191095239,8223.047619047618
560,255,931,522240,-0.23790043592453003,0.3,0.0003,3.5446324348449707,-5.368563017249107,2540,0.01658843,0.050537109375,0.005874171067625866,0.9951814413070679,-0.006231020584527869,-6283.437191095239,8223.047619047618
560,256,935,524288,-0.2507478594779968,0.3,0.0003,3.5922632217407227,-5.381716051697731,2550,0.023047185,0.10283203125,0.004170255412100232,0.9972973465919495,-0.018111716920975594,-6283.437191095239,8223.047619047618
560,257,938,526336,-0.06825464963912964,0.3,0.0003,3.5931124687194824,-5.39237013310194,2560,0.0070647597,0.035546875,0.4394038776983507,0.974035382270813,-0.006915810404461808,-6283.437191095239,8223.047619047618
560,258,942,528384,-0.2247893512248993,0.3,0.0003,3.668088436126709,-5.4123392924666405,2570,0.02727787,0.138623046875,0.06734066734206863,0.900883674621582,-0.011403197738400195,-6283.437191095239,8223.047619047618
560,259,946,530432,-0.17430028319358826,0.3,0.0003,3.685469150543213,-5.4393304079771045,2580,0.016204737,0.091796875,0.019767435401445255,0.9991754293441772,-0.010620003739313688,-6283.437191095239,8223.047619047618
560,260,949,532480,-0.20850872993469238,0.3,0.0003,3.6897783279418945,-5.447036810219288,2590,0.013387546,0.085986328125,0.07146912270691246,0.9981459379196167,-0.009201991598820314,-6283.437191095239,8223.047619047618
559,261,954,534528,-0.10972599685192108,0.3,0.0003,3.6909594535827637,-5.448031917214394,2600,0.022881981,0.152978515625,0.247413074481301,0.9925407767295837,-0.021617886655440087,-6273.29819571875,8344.171875
559,262,958,536576,0.2064046561717987,0.3,0.0003,3.69242000579834,-5.448385107517242,2610,0.0014962205,0.02607421875,24.18116045454517,0.9662444591522217,-0.0004269985161954537,-6273.29819571875,8344.171875
559,263,962,538624,-0.2211088389158249,0.3,0.0003,3.784654140472412,-5.475021693110466,2620,0.023941115,0.132421875,0.0054868565130163915,0.9983189702033997,-0.018652424809988587,-6273.29819571875,8344.171875
559,264,965,540672,0.18547724187374115,0.3,0.0003,3.8080692291259766,-5.504967810213566,2630,0.017714791,0.061279296875,0.40405598864890635,0.9754343032836914,-0.010672644932492403,-6273.29819571875,8344.171875
559,265,969,542720,-0.20818373560905457,0.3,0.0003,3.8239150047302246,-5.515645539760589,2640,0.013485873,0.077294921875,0.06863342249416746,0.9022778868675232,-0.005361169739626348,-6273.29819571875,8344.171875
559,266,973,544768,-0.20736061036586761,0.3,0.0003,3.8655803203582764,-5.528763554990292,2650,0.017661395,0.090771484375,0.05146852190955542,0.9962091445922852,-0.010843537891923915,-6273.29819571875,8344.171875
559,267,976,546816,-0.11104819178581238,0.3,0.0003,3.864919662475586,-5.541488142311573,2660,0.029985737,0.131689453125,0.1840612194966525,0.9948458075523376,-0.019602241170650812,-6273.29819571875,8344.171875
559,268,981,548864,0.09203934669494629,0.3,0.0003,3.8665077686309814,-5.541176840662956,2670,0.019366149,0.13828125,0.8633440990000963,0.9722120761871338,-0.02077873842790723,-6260.598800123077,8434.061538461538
559,269,985,550912,0.6163872480392456,0.3,0.0003,3.8710458278656006,-5.542667759954929,2680,0.010798067,0.078125,27.49511556364596,0.9683265089988708,-0.006418847681197803,-6260.598800123077,8434.061538461538
559,270,988,552960,-0.2841104567050934,0.3,0.0003,3.9221882820129395,-5.562912212312222,2690,0.02067803,0.069482421875,0.004529519964489736,0.9985055923461914,-0.013085724915436003,-6260.598800123077,8434.061538461538
559,271,992,555008,-0.14711657166481018,0.3,0.0003,3.9840455055236816,-5.584051468968392,2700,0.0069971792,0.02587890625,0.6239120423560962,0.8575840592384338,-0.0036037075507920234,-6260.598800123077,8434.061538461538
559,272,996,557056,-0.1868453472852707,0.3,0.0003,4.056135177612305,-5.620534044504166,2710,0.020354593,0.100244140625,0.08362772891996428,0.9464744329452515,-0.009540680768259336,-6260.598800123077,8434.061538461538
559,273,1000,559104,-0.22616498172283173,0.3,0.0003,4.092741966247559,-5.647390748560428,2720,0.008781221,0.038720703125,0.03011028009932488,0.9967616200447083,-0.0025326523405965417,-6260.598800123077,8434.061538461538
559,274,1003,561152,-0.2206386923789978,0.3,0.0003,4.096685886383057,-5.656665973365307,2730,0.015407484,0.056103515625,0.2071189739741385,0.9849919080734253,-0.006094595733156893,-6260.598800123077,8434.061538461538
558,275,1008,563200,-0.1202898621559143,0.3,0.0003,4.085433006286621,-5.6557965785264965,2740,0.02038598,0.113134765625,0.42203928118105977,0.9906373023986816,-0.01499015177032561,-6249.23229189394,8520.363636363636
558,276,1012,565248,0.26695147156715393,0.3,0.0003,4.0917487144470215,-5.653584688901901,2750,0.011661126,0.06484375,21.774950954690574,0.9745562672615051,-0.005605979038955411,-6249.23229189394,8520.363636363636
558,277,1016,567296,-0.22853992879390717,0.3,0.0003,4.1081461906433105,-5.660792790353298,2760,0.00978568,0.056396484375,0.2674952244502492,0.8501664400100708,-0.008078623666369822,-6249.23229189394,8520.363636363636
558,278,1019,569344,0.023746073246002197,0.3,0.0003,4.145157337188721,-5.67201799750328,2770,0.025454681,0.1751953125,0.820783378276974,0.5992354154586792,-0.019970599438238423,-6249.23229189394,8520.363636363636
558,279,1023,571392,-0.05268232524394989,0.3,0.0003,4.122908592224121,-5.67373968064785,2780,0.033936605,0.183447265625,0.5547446527518332,0.9209572076797485,-0.02478237556933891,-6249.23229189394,8520.363636363636
558,280,1026,573440,0.013554662466049194,0.3,0.0003,4.1183695793151855,-5.669187466800213,2790,0.034119327,0.1837890625,0.6558476737700403,0.9651085734367371,-0.032267494629195426,-6249.23229189394,8520.363636363636
557,281,1031,575488,-0.014669328927993774,0.3,0.0003,4.124655723571777,-5.669966775178909,2800,0.037886135,0.229296875,0.54481708901003,0.9614335298538208,-0.038205372882657684,-6238.550443820896,8587.388059701492
557,282,1035,577536,35.88310623168945,0.3,0.0003,4.132089138031006,-5.673486845195294,2810,0.02721107,0.1333984375,24.08419195190072,0.8683679699897766,-0.015409670506051043,-6238.550443820896,8587.388059701492
557,283,1038,579584,-0.24294307827949524,0.3,0.0003,4.272019386291504,-5.707396975159645,2820,0.024622332,0.11611328125,0.01328787143502268,0.9941673278808594,-0.0108149936364498,-6238.550443820896,8587.388059701492
557,284,1042,581632,0.13948658108711243,0.3,0.0003,4.303997039794922,-5.751310023665428,2830,0.0073939934,0.034033203125,0.29629036104888656,0.8105009198188782,-0.007200349742925027,-6238.550443820896,8587.388059701492
557,285,1046,583680,-0.19977706670761108,0.3,0.0003,4.287781715393066,-5.752328078448772,2840,0.034497455,0.205810546875,0.3738112879451364,0.905529260635376,-0.023070342489518225,-6238.550443820896,8587.388059701492
557,286,1050,585728,-0.16619282960891724,0.3,0.0003,4.298232078552246,-5.748468105494976,2850,0.017680962,0.10380859375,0.1576009291689843,0.9449709057807922,-0.008630616843583993,-6238.550443820896,8587.388059701492
557,287,1053,587776,-0.21267898380756378,0.3,0.0003,4.274224281311035,-5.748964038491249,2860,0.026853733,0.151123046875,0.13184919294435532,0.9908990859985352,-0.019217780586041046,-6238.550443820896,8587.388059701492
557,288,1058,589824,-0.2381722778081894,0.3,0.0003,4.266478538513184,-5.73909612596035,2870,0.012456905,0.0701171875,0.17541533237090334,0.9290651679039001,-0.005261991506267804,-6214.355792102941,8670.632352941177
557,289,1062,591872,0.09218175709247589,0.3,0.0003,4.270262241363525,-5.73754860162735,2880,0.0025353394,0.0166015625,10.270069804275408,0.8862258195877075,0.00020056459688930773,-6214.355792102941,8670.632352941177
557,290,1065,593920,-0.2685108780860901,0.3,0.0003,4.240982532501221,-5.723832590878009,2890,0.024229735,0.1390625,0.010683167885872535,0.995963454246521,-0.01835746750657563,-6214.355792102941,8670.632352941177
557,291,1069,595968,-0.20954808592796326,0.3,0.0003,4.260226249694824,-5.727635316550732,2900,0.016714072,0.0833984375,0.005481772287748754,0.9803520441055298,-0.011532987073587719,-6214.355792102941,8670.632352941177
557,292,1073,598016,0.2374792993068695,0.3,0.0003,4.29351806640625,-5.74047160744667,2910,0.017281022,0.11865234375,1.3466132629197092,0.646714448928833,-0.005677738293888979,-6214.355792102941,8670.632352941177
557,293,1076,600064,0.18790337443351746,0.3,0.0003,4.290002346038818,-5.749171113967895,2920,0.026634589,0.153369140625,2.6752796083688737,0.384538471698761,-0.021955372415686725,-6214.355792102941,8670.632352941177
557,294,1080,602112,0.31550222635269165,0.3,0.0003,4.297659873962402,-5.74656577706337,2930,0.024787314,0.14775390625,2.5879970800131558,0.4334394931793213,-0.015496999463357497,-6214.355792102941,8670.632352941177
557,295,1084,604160,-0.12131376564502716,0.3,0.0003,4.326810836791992,-5.7518507689237595,2940,0.026294043,0.1416015625,2.4062985551077873,0.507064938545227,-0.017712344630854204,-6214.355792102941,8670.632352941177
556,296,1089,606208,-0.1106051355600357,0.3,0.0003,4.36331844329834,-5.76728357821703,2950,0.027105954,0.1673828125,1.5891675350256265,0.2385929822921753,-0.026219592077541164,-6221.724126579711,8758.217391304348
556,297,1092,608256,3.504077434539795,0.3,0.0003,4.392366886138916,-5.78289734274149,2960,0.0023624552,0.01259765625,6.135269308381249,0.8987090587615967,0.00042830855309148317,-6221.724126579711,8758.217391304348
556,298,1096,610304,-0.0037062466144561768,0.3,0.0003,4.409445762634277,-5.792773032188416,2970,0.00873214,0.021142578125,1.1872706100344659,0.965857744216919,-0.0009972356725484132,-6221.724126579711,8758.217391304348
556,299,1100,612352,-0.16472716629505157,0.3,0.0003,4.495888710021973,-5.8140012413263324,2980,0.01895725,0.071923828125,0.7197089768014848,0.9764808416366577,-0.0022466232687293084,-6221.724126579711,8758.217391304348
556,300,1103,614400,-0.2073715180158615,0.3,0.0003,4.520872116088867,-5.842606638371945,2990,0.02030559,0.10927734375,0.3270059155765921,0.9695469737052917,-0.008786782262905034,-6221.724126579711,8758.217391304348
556,301,1107,616448,-0.1451297104358673,0.3,0.0003,4.579532623291016,-5.860949611663818,3000,0.030681947,0.158349609375,0.1763314557261765,0.9867470860481262,-0.0192755419324385,-6221.724126579711,8758.217391304348
556,302,1112,618496,-0.17223089933395386,0.3,0.0003,4.575835227966309,-5.877068448066711,3010,0.021744028,0.114404296875,0.2116468753432855,0.9628448486328125,-0.01674924868857488,-6196.680556842858,8827.8
556,303,1115,620544,2.3414716720581055,0.3,0.0003,4.577701091766357,-5.875547674298287,3020,0.008614845,0.042578125,13.60249820491299,0.9669680595397949,-0.002593711686495226,-6196.680556842858,8827.8
556,304,1119,622592,-0.1561463177204132,0.3,0.0003,4.819196701049805,-5.943339473009109,3030,0.027620833,0.122802734375,0.008245038278982975,0.9973293542861938,-0.016118841829302254,-6196.680556842858,8827.8
556,305,1123,624640,-0.14007577300071716,0.3,0.0003,4.885434150695801,-5.993654811382294,3040,0.013225321,0.052734375,0.4736480128252879,0.9905382394790649,-0.005191076792834792,-6196.680556842858,8827.8
556,306,1127,626688,0.20037609338760376,0.3,0.0003,4.860023498535156,-6.003284664452076,3050,0.024737837,0.164013671875,0.5919859208632261,0.5297734141349792,-0.018498831836041063,-6196.680556842858,8827.8
556,307,1130,628736,-0.132516011595726,0.3,0.0003,4.840963363647461,-5.99504791945219,3060,0.035254613,0.200439453125,0.1652416986762546,0.9867848753929138,-0.02444687674578745,-6196.680556842858,8827.8
556,308,1134,630784,-0.22514842450618744,0.3,0.0003,4.847269058227539,-5.991739712655544,3070,0.010875566,0.075439453125,0.0535622306924779,0.9916882514953613,-0.005672180741385091,-6196.680556842858,8827.8
555,309,1139,632832,-0.2185290902853012,0.3,0.0003,4.835107803344727,-5.991144979000092,3080,0.019763267,0.111328125,0.11171485927188769,0.9804366230964661,-0.01714183907606639,-6170.747187436621,8912.802816901409
555,310,1142,634880,0.829094648361206,0.3,0.0003,4.829466819763184,-5.986784835159779,3090,0.014104558,0.0630859375,14.136159072443842,0.6022040843963623,-0.0018279888055985794,-6170.747187436621,8912.802816901409
555,311,1146,636928,-0.2735081613063812,0.3,0.0003,4.872535705566406,-5.997104012966156,3100,0.026243687,0.138623046875,0.013891355101077352,0.9953219890594482,-0.01761835970391985,-6170.747187436621,8912.802816901409
555,312,1149,638976,-0.21084535121917725,0.3,0.0003,4.925891876220703,-6.01410097181797,3110,0.0051680114,0.0173828125,0.6428765676508192,0.9828968644142151,-0.005600779845553916,-6170.747187436621,8912.802816901409
555,313,1153,641024,-0.18899154663085938,0.3,0.0003,4.998797416687012,-6.0430556535720825,3120,0.030515077,0.20087890625,0.41388867478817704,0.432960569858551,-0.023041556600946932,-6170.747187436621,8912.802816901409
555,314,1157,643072,-0.22825348377227783,0.3,0.0003,5.0247321128845215,-6.059232631325722,3130,0.012261806,0.0572265625,0.07598058438161388,0.9926185011863708,-0.0062481791828759015,-6170.747187436621,8912.802816901409
555,315,1160,645120,-0.23785842955112457,0.3,0.0003,5.013091087341309,-6.06602645367384,3140,0.012074845,0.049072265625,0.02799097878014436,0.9981598258018494,-0.004298281067167409,-6170.747187436621,8912.802816901409
555,316,1165,647168,-0.24335452914237976,0.3,0.0003,5.058080673217773,-6.068926103413105,3150,0.014039265,0.071435546875,0.01989842551993206,0.9915932416915894,-0.004525642402586527,-6134.045374930556,8986.541666666666
555,317,1169,649216,0.6477009654045105,0.3,0.0003,5.062851905822754,-6.07898059785366,3160,0.0047214646,0.030322265625,11.095314754452556,0.8262883424758911,-0.00269118743162835,-6134.045374930556,8986.541666666666
555,318,1172,651264,-0.26379841566085815,0.3,0.0003,5.004732608795166,-6.067234230041504,3170,0.02113866,0.09951171875,0.004734993058809778,0.9973524212837219,-0.019878734069061467,-6134.045374930556,8986.541666666666
555,319,1176,653312,-0.24950073659420013,0.3,0.0003,4.860633850097656,-6.02679585069418,3180,0.0143962,0.05029296875,0.007874135684687644,0.9973620772361755,-0.012239593460981269,-6134.045374930556,8986.541666666666
555,320,1180,655360,0.3575391173362732,0.3,0.0003,4.862064361572266,-5.997564657032489,3190,0.0115048895,0.035986328125,1.2209257377311586,0.839356005191803,-0.004169441788690165,-6134.045374930556,8986.541666666666
555,321,1183,657408,-0.09338529407978058,0.3,0.0003,4.864006042480469,-5.997603723406792,3200,0.038534604,0.180615234375,0.47344769453629854,0.8964136838912964,-0.026179105837945825,-6134.045374930556,8986.541666666666
555,322,1187,659456,-0.18052706122398376,0.3,0.0003,4.877651214599609,-6.000460594892502,3210,0.046252955,0.239990234375,0.39675340591929853,0.9357951283454895,-0.03838642062037252,-6134.045374930556,8986.541666666666
555,323,1191,661504,-0.08052758872509003,0.3,0.0003,4.901148796081543,-6.009307271242141,3220,0.03368462,0.192919921875,0.5035351780243218,0.8894776105880737,-0.032289712865895125,-6134.045374930556,8986.541666666666
554,324,1195,663552,-0.05619435012340546,0.3,0.0003,4.906447410583496,-6.015422578155994,3230,0.04045242,0.233251953125,0.46325198630802333,0.9552539587020874,-0.03379730336018838,-6137.423509191781,9081.054794520547
554,325,1199,665600,0.18512433767318726,0.3,0.0003,4.921402931213379,-6.020086154341698,3240,0.008731639,0.0904296875,19.001120291091503,0.9619765281677246,-0.006334548091399483,-6137.423509191781,9081.054794520547
554,326,1203,667648,0.34252631664276123,0.3,0.0003,5.142444133758545,-6.066346274316311,3250,0.010133949,0.0501953125,0.2539248686982319,0.9895917177200317,-0.00925788750028005,-6137.423509191781,9081.054794520547
554,327,1206,669696,0.07344552874565125,0.3,0.0003,5.184917449951172,-6.116224929690361,3260,0.02922868,0.152197265625,1.1295755588449539,0.7422921061515808,-0.017330199449497742,-6137.423509191781,9081.054794520547
554,328,1210,671744,1.10957932472229,0.3,0.0003,5.233075141906738,-6.13339868336916,3270,0.023611229,0.160009765625,0.73236740892753,0.7946317791938782,-0.01984209604852367,-6137.423509191781,9081.054794520547
554,329,1214,673792,0.007693350315093994,0.3,0.0003,5.2256927490234375,-6.144745114445686,3280,0.033122733,0.193798828125,0.5050511688925325,0.7806951999664307,-0.029295479392749256,-6137.423509191781,9081.054794520547
554,330,1217,675840,-0.025792062282562256,0.3,0.0003,5.190761089324951,-6.1357450664043425,3290,0.039464235,0.220166015625,0.46914200568571685,0.854982316493988,-0.036035362113034354,-6137.423509191781,9081.054794520547
554,331,1221,677888,-0.20938095450401306,0.3,0.0003,5.2447991371154785,-6.136409489810466,3300,0.029578188,0.196630859375,0.21043958889786155,0.8713439702987671,-0.029339134876499882,-6137.423509191781,9081.054794520547
554,332,1226,679936,-0.25495395064353943,0.3,0.0003,5.239725112915039,-6.150281591713428,3310,0.019095276,0.15029296875,0.1159876564051956,0.9529134035110474,-0.01582874535524752,-6097.347260608108,9163.0
554,333,1230,681984,0.31405261158943176,0.3,0.0003,5.237936019897461,-6.1490836724638935,3320,0.008944623,0.0251953125,4.111079299350967,0.8484837412834167,-0.002756613731617108,-6097.347260608108,9163.0
554,334,1233,684032,-0.14608575403690338,0.3,0.0003,5.306891441345215,-6.163379767537117,3330,0.008238886,0.02744140625,0.33011364757549017,0.984167218208313,-0.0022323845274513586,-6097.347260608108,9163.0
554,335,1237,686080,0.09407538175582886,0.3,0.0003,5.299191474914551,-6.173470681905746,3340,0.036115542,0.207861328125,0.9489628482609987,0.9015665650367737,-0.032601580148912034,-6097.347260608108,9163.0
554,336,1241,688128,-0.000935286283493042,0.3,0.0003,5.368870258331299,-6.182185211777687,3350,0.014298846,0.077392578125,1.3241623324342071,0.6415005326271057,-0.011188194833812304,-6097.347260608108,9163.0
554,337,1245,690176,-0.029218897223472595,0.3,0.0003,5.3918046951293945,-6.201585666835308,3360,0.016183393,0.041357421875,1.585445096110925,0.7910311222076416,-0.0010391384712420404,-6097.347260608108,9163.0
554,338,1248,692224,-0.10651032626628876,0.3,0.0003,5.400548934936523,-6.206795988976955,3370,0.03051064,0.20966796875,0.8433597762137651,0.5121352076530457,-0.03066196609142935,-6097.347260608108,9163.0
554,339,1252,694272,-0.0874389111995697,0.3,0.0003,5.465144157409668,-6.2211957916617395,3380,0.03199568,0.197607421875,0.9297755435574799,0.3216207027435303,-0.02710960481199436,-6097.347260608108,9163.0
554,340,1256,696320,-0.11364588141441345,0.3,0.0003,5.4810028076171875,-6.23687433898449,3390,0.028077375,0.204833984375,0.6532131392508745,0.6347870826721191,-0.03629341860942077,-6097.347260608108,9163.0
553,341,1261,698368,0.003905564546585083,0.3,0.0003,5.56673526763916,-6.257163006067276,3400,0.04352587,0.256005859375,0.6565941120497882,0.41681885719299316,-0.03801865252899006,-6128.7562980933335,9292.453333333333
553,342,1264,700416,4.997008800506592,0.3,0.0003,5.582877159118652,-6.275624746084214,3410,0.009612575,0.05732421875,12.460382688161918,0.9642565250396729,-0.0052299763447081205,-6128.7562980933335,9292.453333333333
553,343,1268,702464,-0.09189736843109131,0.3,0.0003,5.9078569412231445,-6.340428881347179,3420,0.019847171,0.091015625,0.32437270671362056,0.9942248463630676,-0.015951958505320364,-6128.7562980933335,9292.453333333333
553,344,1272,704512,0.05524328351020813,0.3,0.0003,5.928018569946289,-6.3925487190485,3430,0.05817782,0.16591796875,0.7697445540688932,0.8264268040657043,-0.014850229527655755,-6128.7562980933335,9292.453333333333
553,345,1275,706560,1.4847149848937988,0.3,0.0003,5.968473434448242,-6.404383186995983,3440,0.016326748,0.0890625,0.6347470132168382,0.9199817776679993,-0.007001115710590966,-6128.7562980933335,9292.453333333333
553,346,1279,708608,0.4453141391277313,0.3,0.0003,5.997444152832031,-6.415962763130665,3450,0.04640337,0.221826171875,1.648377455957234,0.6409074068069458,-0.03528708284866298,-6128.7562980933335,9292.453333333333
553,347,1283,710656,0.16065087914466858,0.3,0.0003,5.995059967041016,-6.421576794981957,3460,0.024762265,0.185302734375,1.026593709550798,0.46677035093307495,-0.025556331482948735,-6128.7562980933335,9292.453333333333
553,348,1286,712704,0.11527043581008911,0.3,0.0003,5.979638576507568,-6.414232677221298,3470,0.036602948,0.24130859375,0.9147424860857427,0.6756418943405151,-0.036925577453803274,-6128.7562980933335,9292.453333333333
553,349,1291,714752,-0.17479780316352844,0.3,0.0003,5.964786052703857,-6.411087991297245,3480,0.011865696,0.06435546875,0.30286579662933943,0.1070178747177124,-0.0025298655004007743,-6095.350705052631,9401.828947368422
553,350,1295,716800,0.2249831259250641,0.3,0.0003,5.961088180541992,-6.408739288151264,3490,0.012403898,0.07216796875,3.792169544985518,0.6971055269241333,-0.004233956382086035,-6095.350705052631,9401.828947368422
553,351,1299,718848,-0.2696199119091034,0.3,0.0003,5.829082012176514,-6.377760241925716,3500,0.023264289,0.1205078125,0.03199315273377579,0.9976147413253784,-0.014616615980048663,-6095.350705052631,9401.828947368422
553,352,1302,720896,-0.09938682615756989,0.3,0.0003,5.90165901184082,-6.375217837095261,3510,0.015286161,0.077783203125,0.47229272476397455,0.9926735162734985,-0.012158094834012445,-6095.350705052631,9401.828947368422
553,353,1306,722944,0.5515916347503662,0.3,0.0003,5.960585594177246,-6.397435885667801,3520,0.041826293,0.225732421875,0.8857159692794084,0.796262800693512,-0.026292503133299762,-6095.350705052631,9401.828947368422
553,354,1310,724992,-0.15627330541610718,0.3,0.0003,6.012689113616943,-6.414721336960793,3530,0.023888139,0.12333984375,0.47070590713992716,-0.057747840881347656,-0.013009704681462609,-6095.350705052631,9401.828947368422
